# TOPAS Version: 4.0
# Parameter File: beam_model.txt
# Results for scorer: DoseAtWaterTank
# Scored in component: WaterTank
# X in 1 bin  of 20 cm
# Y in 1 bin  of 20 cm
# Z in 600 bins of 0.0169051 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 1.173442285562487e-07
0, 0, 1, 1.19517522989554e-07
0, 0, 2, 1.208807134389644e-07
0, 0, 3, 1.218803049596318e-07
0, 0, 4, 1.22641040434246e-07
0, 0, 5, 1.233932920285952e-07
0, 0, 6, 1.243902403302855e-07
0, 0, 7, 1.247176157903596e-07
0, 0, 8, 1.250330683433276e-07
0, 0, 9, 1.259641635442676e-07
0, 0, 10, 1.268348768235228e-07
0, 0, 11, 1.264484978946712e-07
0, 0, 12, 1.270143457077211e-07
0, 0, 13, 1.27772452174213e-07
0, 0, 14, 1.278548182881423e-07
0, 0, 15, 1.279478141213986e-07
0, 0, 16, 1.287744311184724e-07
0, 0, 17, 1.28716422409525e-07
0, 0, 18, 1.290344897597606e-07
0, 0, 19, 1.285432915665297e-07
0, 0, 20, 1.293435047955427e-07
0, 0, 21, 1.295956906233187e-07
0, 0, 22, 1.302070558040214e-07
0, 0, 23, 1.302463488173089e-07
0, 0, 24, 1.306368631048827e-07
0, 0, 25, 1.308125519017267e-07
0, 0, 26, 1.312160406996554e-07
0, 0, 27, 1.315257094347544e-07
0, 0, 28, 1.312245814233393e-07
0, 0, 29, 1.31404476633179e-07
0, 0, 30, 1.323241605177827e-07
0, 0, 31, 1.327726977251587e-07
0, 0, 32, 1.320593412401649e-07
0, 0, 33, 1.323705731692826e-07
0, 0, 34, 1.323685410170583e-07
0, 0, 35, 1.330647165787013e-07
0, 0, 36, 1.330716514758024e-07
0, 0, 37, 1.338173092335637e-07
0, 0, 38, 1.333998227437405e-07
0, 0, 39, 1.339287223345309e-07
0, 0, 40, 1.336358081971412e-07
0, 0, 41, 1.343739768344676e-07
0, 0, 42, 1.341758206763188e-07
0, 0, 43, 1.342821889238621e-07
0, 0, 44, 1.343705093859171e-07
0, 0, 45, 1.347654148275979e-07
0, 0, 46, 1.347683138419598e-07
0, 0, 47, 1.350810379108225e-07
0, 0, 48, 1.358176007215661e-07
0, 0, 49, 1.354037379996953e-07
0, 0, 50, 1.35587427507744e-07
0, 0, 51, 1.364074080356659e-07
0, 0, 52, 1.360247381398949e-07
0, 0, 53, 1.361912467245929e-07
0, 0, 54, 1.368054824979481e-07
0, 0, 55, 1.36480650780868e-07
0, 0, 56, 1.372322344650456e-07
0, 0, 57, 1.370182189930347e-07
0, 0, 58, 1.376352543047688e-07
0, 0, 59, 1.375052249841247e-07
0, 0, 60, 1.378426333076277e-07
0, 0, 61, 1.378270724217145e-07
0, 0, 62, 1.385315897550754e-07
0, 0, 63, 1.385860457503441e-07
0, 0, 64, 1.382243226544233e-07
0, 0, 65, 1.37953392709278e-07
0, 0, 66, 1.386889181276274e-07
0, 0, 67, 1.389984589650339e-07
0, 0, 68, 1.386298720262857e-07
0, 0, 69, 1.392464952232331e-07
0, 0, 70, 1.393769650803733e-07
0, 0, 71, 1.394899840079233e-07
0, 0, 72, 1.395345776700196e-07
0, 0, 73, 1.39708404844896e-07
0, 0, 74, 1.403039249225912e-07
0, 0, 75, 1.400207878532456e-07
0, 0, 76, 1.400036211407496e-07
0, 0, 77, 1.402574696385273e-07
0, 0, 78, 1.402596723210081e-07
0, 0, 79, 1.400925810912668e-07
0, 0, 80, 1.401871685402512e-07
0, 0, 81, 1.405890515115971e-07
0, 0, 82, 1.406992140573493e-07
0, 0, 83, 1.412404202483231e-07
0, 0, 84, 1.416697159584146e-07
0, 0, 85, 1.419574999772522e-07
0, 0, 86, 1.412549295309873e-07
0, 0, 87, 1.421125688239044e-07
0, 0, 88, 1.41919585416872e-07
0, 0, 89, 1.418585924284343e-07
0, 0, 90, 1.428203546538498e-07
0, 0, 91, 1.423459821126016e-07
0, 0, 92, 1.424544251449333e-07
0, 0, 93, 1.425781448460839e-07
0, 0, 94, 1.427979583468186e-07
0, 0, 95, 1.429664990837409e-07
0, 0, 96, 1.4335699916046e-07
0, 0, 97, 1.435949883443755e-07
0, 0, 98, 1.436858809711339e-07
0, 0, 99, 1.439699133243266e-07
0, 0, 100, 1.440323558199452e-07
0, 0, 101, 1.442756030201053e-07
0, 0, 102, 1.440225076976276e-07
0, 0, 103, 1.44386191891499e-07
0, 0, 104, 1.448376423240916e-07
0, 0, 105, 1.449495812266832e-07
0, 0, 106, 1.451733737667382e-07
0, 0, 107, 1.454461653338512e-07
0, 0, 108, 1.457130878179669e-07
0, 0, 109, 1.454202447348507e-07
0, 0, 110, 1.455324820653914e-07
0, 0, 111, 1.461089311760588e-07
0, 0, 112, 1.46093952935189e-07
0, 0, 113, 1.460337841763248e-07
0, 0, 114, 1.46029435654782e-07
0, 0, 115, 1.463198486817419e-07
0, 0, 116, 1.462695564669048e-07
0, 0, 117, 1.462772019067415e-07
0, 0, 118, 1.464851209220797e-07
0, 0, 119, 1.472441795158375e-07
0, 0, 120, 1.465848242787615e-07
0, 0, 121, 1.473380564220861e-07
0, 0, 122, 1.469463768444257e-07
0, 0, 123, 1.474561344139147e-07
0, 0, 124, 1.477537665550699e-07
0, 0, 125, 1.4807959303198e-07
0, 0, 126, 1.482562197452353e-07
0, 0, 127, 1.487181151560435e-07
0, 0, 128, 1.491051762059215e-07
0, 0, 129, 1.491212486826043e-07
0, 0, 130, 1.493015275855214e-07
0, 0, 131, 1.495748591651136e-07
0, 0, 132, 1.499201545129836e-07
0, 0, 133, 1.495409662766178e-07
0, 0, 134, 1.503779429867791e-07
0, 0, 135, 1.504526352391622e-07
0, 0, 136, 1.497715942377909e-07
0, 0, 137, 1.500351913819031e-07
0, 0, 138, 1.509654623532697e-07
0, 0, 139, 1.507983000692548e-07
0, 0, 140, 1.508271196826172e-07
0, 0, 141, 1.505538449464439e-07
0, 0, 142, 1.515980585509169e-07
0, 0, 143, 1.517000498552079e-07
0, 0, 144, 1.526570940768579e-07
0, 0, 145, 1.522644055285127e-07
0, 0, 146, 1.524330315305633e-07
0, 0, 147, 1.519355947721124e-07
0, 0, 148, 1.528588740029591e-07
0, 0, 149, 1.529594868543427e-07
0, 0, 150, 1.531648905483962e-07
0, 0, 151, 1.530776216895902e-07
0, 0, 152, 1.539821141705033e-07
0, 0, 153, 1.531375346530695e-07
0, 0, 154, 1.532049935804025e-07
0, 0, 155, 1.540009151312915e-07
0, 0, 156, 1.536786982114791e-07
0, 0, 157, 1.534744740183669e-07
0, 0, 158, 1.537394638262413e-07
0, 0, 159, 1.537830200959434e-07
0, 0, 160, 1.53609391873033e-07
0, 0, 161, 1.547623895703509e-07
0, 0, 162, 1.546134171803715e-07
0, 0, 163, 1.543080969668154e-07
0, 0, 164, 1.545256793633598e-07
0, 0, 165, 1.54009825337198e-07
0, 0, 166, 1.542318983638324e-07
0, 0, 167, 1.540234677577246e-07
0, 0, 168, 1.544523797747388e-07
0, 0, 169, 1.545780747846948e-07
0, 0, 170, 1.547347778796393e-07
0, 0, 171, 1.548278589780239e-07
0, 0, 172, 1.551074149119813e-07
0, 0, 173, 1.557505129312631e-07
0, 0, 174, 1.554912785195484e-07
0, 0, 175, 1.560073172868215e-07
0, 0, 176, 1.558866529194347e-07
